	Control_1	Control_2	Control_3	Treatment_1	Treatment_2	Treatment_3
ENSMUSG00000057592	0	0	0	0	0	0
ENSMUSG00000092450	0	0	0	0	0	0
ENSMUSG00000092588	0	0	0	0	0	0
ENSMUSG00000095932	0	0	0	0	0	0
ENSMUSG00000094553	0	0	0	0	0	0
ENSMUSG00000062818	0	0	0	0	0	0
ENSMUSG00000061843	0	0	0	1	0	0
ENSMUSG00000060816	0	0	0	0	0	0
ENSMUSG00000062546	0	0	0	0	0	0
ENSMUSG00000057697	0	2	0	0	0	0
ENSMUSG00000092247	22	4	14	50	14	5
ENSMUSG00000092552	0	0	0	0	0	0
ENSMUSG00000099754	0	0	0	0	0	0
ENSMUSG00000047203	1	0	1	0	0	0
ENSMUSG00000049694	3	11	3	1	2	0
ENSMUSG00000056643	96	552	173	47	174	6
ENSMUSG00000034456	1	387	4	1	1	2
ENSMUSG00000034430	986	821	996	799	599	1088
ENSMUSG00000048794	119	59	32	42	64	60
ENSMUSG00000030087	54	621	28	25	27	125
ENSMUSG00000030088	426	491	163	242	163	181
ENSMUSG00000089781	0	0	0	0	0	0
ENSMUSG00000030089	552	663	232	299	161	175
ENSMUSG00000034312	1883	1695	1270	1732	844	1750
ENSMUSG00000093052	0	0	0	0	0	0
ENSMUSG00000057370	1270	758	652	831	902	587
ENSMUSG00000088379	0	0	0	0	0	0
ENSMUSG00000099662	73	33	41	62	44	37
ENSMUSG00000030091	192	1027	307	197	176	2581
ENSMUSG00000034245	299	1134	211	192	96	795
ENSMUSG00000085624	0	0	0	0	0	0
ENSMUSG00000064080	58602	2957	3020	30239	10493	19366
ENSMUSG00000030093	11	4	0	16	0	8
ENSMUSG00000098240	338	277	320	521	109	309
ENSMUSG00000097693	1	0	1	0	0	0
ENSMUSG00000100680	37	54	14	22	23	133
ENSMUSG00000034203	705	1242	862	1278	420	1306
ENSMUSG00000030095	3261	1755	2366	3007	1582	2106
ENSMUSG00000030094	372	434	445	550	314	977
ENSMUSG00000034192	1774	1924	1623	1843	1406	2371
ENSMUSG00000030096	3308	2422	6861	5030	1459	3588
ENSMUSG00000030098	6	4	1	6	6	2
ENSMUSG00000034083	551	522	463	558	378	776
ENSMUSG00000034063	1	0	0	1	1	0
ENSMUSG00000034037	118	113	131	147	265	122
ENSMUSG00000087317	0	0	0	0	0	0
ENSMUSG00000005893	261	243	336	331	89	293
ENSMUSG00000014551	1477	1510	1259	1358	1348	1951
ENSMUSG00000014550	999	710	1146	1214	396	933
ENSMUSG00000005892	0	0	0	0	0	1
ENSMUSG00000030020	328	99	70	280	102	256
ENSMUSG00000098130	0	0	0	0	0	0
ENSMUSG00000030022	307	307	874	740	1486	966
ENSMUSG00000048636	0	0	0	0	0	0
ENSMUSG00000079462	0	0	0	0	0	0
ENSMUSG00000097462	108	70	201	152	114	320
ENSMUSG00000097996	0	0	0	0	0	0
ENSMUSG00000077180	0	0	0	0	0	0
ENSMUSG00000088630	0	0	0	0	0	0
ENSMUSG00000045095	463	639	716	706	400	1742
ENSMUSG00000088627	0	0	0	0	0	0
ENSMUSG00000089069	0	0	0	0	0	0
ENSMUSG00000045100	261	258	247	282	155	557
ENSMUSG00000030029	3817	2960	4664	4384	2036	3030
ENSMUSG00000098531	0	0	0	0	0	0
ENSMUSG00000097943	2	1	2	3	2	6
ENSMUSG00000092767	0	0	0	0	0	0
ENSMUSG00000088595	0	0	0	0	0	0
ENSMUSG00000093999	0	0	0	0	0	0
ENSMUSG00000085413	0	1	1	0	0	0
ENSMUSG00000030031	33	155	27	69	26	108
ENSMUSG00000068180	0	0	0	0	0	0
ENSMUSG00000068181	0	0	0	0	0	0
ENSMUSG00000061838	2390	2386	2772	3010	814	2910
ENSMUSG00000059187	11	8	527	17	138	9
ENSMUSG00000072878	0	0	0	0	0	0
ENSMUSG00000065239	0	0	0	0	0	0
ENSMUSG00000077598	0	0	0	0	0	0
ENSMUSG00000046500	2	2	11	2	0	1
ENSMUSG00000035245	723	481	509	1374	570	744
ENSMUSG00000030059	1071	2157	1135	1514	591	907
ENSMUSG00000065728	0	0	0	0	0	0
ENSMUSG00000030061	2319	1226	2677	3749	1245	2138
ENSMUSG00000035199	5785	4304	3325	5685	3010	2724
ENSMUSG00000044086	2	0	5	0	5	0
ENSMUSG00000030064	883	903	1205	1599	514	203
ENSMUSG00000064724	0	0	0	0	0	0
ENSMUSG00000065017	0	0	0	0	0	0
ENSMUSG00000094510	0	0	0	0	0	0
ENSMUSG00000089464	0	0	0	0	0	0
ENSMUSG00000035158	287	101	249	380	247	218
ENSMUSG00000083086	0	0	0	0	0	0
ENSMUSG00000090667	4	0	2	3	6	6
ENSMUSG00000095146	0	0	0	0	0	0
ENSMUSG00000030067	2272	2282	1136	2049	1029	1106
ENSMUSG00000030068	33	37	17	36	16	39
ENSMUSG00000093559	0	0	0	0	0	0
ENSMUSG00000088699	0	0	0	0	0	0
ENSMUSG00000084547	0	0	0	0	0	0
ENSMUSG00000093661	0	0	0	0	0	0
ENSMUSG00000072875	0	11	1	0	1	0
ENSMUSG00000030069	1	8	0	0	0	2
ENSMUSG00000097548	0	0	0	1	0	0
ENSMUSG00000084319	24566	6684	18311	17424	20198	23179
ENSMUSG00000087946	0	0	0	0	0	0
ENSMUSG00000072872	1148	490	1102	1935	701	2166
ENSMUSG00000087929	0	0	0	0	0	0
ENSMUSG00000101553	0	0	0	0	0	0
ENSMUSG00000035378	858	664	645	1226	518	1206
ENSMUSG00000079224	0	0	0	0	0	0
ENSMUSG00000030074	528	23	25	859	98	16
ENSMUSG00000084157	0	0	0	0	0	0
ENSMUSG00000052144	3037	2073	3055	4583	1275	2659
ENSMUSG00000035357	1468	561	917	1142	913	731
ENSMUSG00000097834	0	0	0	0	0	0
ENSMUSG00000052236	0	0	0	0	0	0
ENSMUSG00000030075	7	3	3	0	5	4
ENSMUSG00000098533	0	0	0	0	0	0
ENSMUSG00000089288	0	0	0	0	0	0
ENSMUSG00000030077	125	101	15	230	49	882
ENSMUSG00000088265	0	0	0	0	0	0
ENSMUSG00000089091	0	0	0	0	0	0
ENSMUSG00000030092	2	0	3	2	3	0
ENSMUSG00000089587	0	0	0	0	0	0
ENSMUSG00000094357	0	0	0	0	0	0
ENSMUSG00000085067	0	0	0	0	0	0
ENSMUSG00000064293	10	24	6	9	7	5
ENSMUSG00000005364	0	0	0	0	0	0
ENSMUSG00000013736	496	326	315	876	152	462
ENSMUSG00000005362	224	276	265	399	71	306
ENSMUSG00000094963	0	0	0	0	0	0
ENSMUSG00000098494	0	0	0	0	0	0
ENSMUSG00000034648	1	0	3	0	1	0
ENSMUSG00000034639	179	84	105	134	37	114
ENSMUSG00000030101	1778	1046	1549	1815	1140	1638
ENSMUSG00000091845	0	0	0	0	0	0
ENSMUSG00000030102	982	778	1249	1478	413	2210
ENSMUSG00000098674	0	0	0	0	0	0
ENSMUSG00000043024	456	368	420	541	444	322
ENSMUSG00000087341	12	13	10	33	19	32
ENSMUSG00000102192	0	0	0	0	0	0
ENSMUSG00000090576	0	0	0	0	0	0
ENSMUSG00000030103	3069	1301	2281	3389	1540	6735
ENSMUSG00000030105	2724	1911	2498	3717	1472	2611
ENSMUSG00000030104	2408	8384	2639	3969	1871	2771
ENSMUSG00000092448	0	0	0	0	0	0
ENSMUSG00000056755	14	9	4	9	11	13
ENSMUSG00000092603	0	0	0	0	0	0
ENSMUSG00000089605	0	0	0	0	0	0
ENSMUSG00000089084	0	0	0	0	0	0
ENSMUSG00000089490	0	0	0	0	0	0
ENSMUSG00000088572	0	0	0	0	0	0
ENSMUSG00000100219	0	0	0	0	0	0
ENSMUSG00000077262	0	0	0	0	0	0
ENSMUSG00000057604	447	88	7	52	69	548
ENSMUSG00000044574	0	0	0	0	0	0
ENSMUSG00000034387	4	11	3	6	4	8
ENSMUSG00000062694	15	0	3	0	18	4
ENSMUSG00000049112	19	81	7	2	3	1566
ENSMUSG00000099205	0	0	0	0	0	0
ENSMUSG00000083443	96	116	140	115	98	107
ENSMUSG00000094026	0	0	0	0	0	0
ENSMUSG00000029633	77	80	59	85	42	52
ENSMUSG00000030254	632	733	737	1201	233	824
ENSMUSG00000097579	13	25	24	15	10	44
ENSMUSG00000030257	241	84	390	288	122	1429
ENSMUSG00000094189	0	0	0	0	0	0
ENSMUSG00000065309	0	0	0	0	0	0
ENSMUSG00000030264	1202	851	1076	2380	522	1324
ENSMUSG00000077431	0	0	0	0	0	0
ENSMUSG00000086429	167	190	171	242	144	231
ENSMUSG00000034269	3381	2818	2956	6412	944	5846
ENSMUSG00000042873	11	29	1028	5	301	74
ENSMUSG00000030269	1098	814	1136	1373	645	1588
ENSMUSG00000090194	0	0	0	0	0	0
ENSMUSG00000030270	10	12	1	4	1	1
ENSMUSG00000001632	29	24	41	52	10	29
ENSMUSG00000085012	3	0	3	6	2	9
ENSMUSG00000030271	637	519	679	726	333	831
ENSMUSG00000030272	3022	885	2523	2590	1620	2615
ENSMUSG00000048930	921	642	934	1054	690	1509
ENSMUSG00000079426	5556	2287	4338	6071	4126	4621
ENSMUSG00000030276	204	67	139	617	166	154
ENSMUSG00000051169	145	239	193	215	132	363
ENSMUSG00000030278	158	324	0	5	10	1
ENSMUSG00000051256	1524	2256	1142	2003	953	1815
ENSMUSG00000043088	12	429	0	167	3	1152
ENSMUSG00000030281	2658	1286	639	3006	1835	1046
ENSMUSG00000030284	1429	735	1190	1179	1904	1679
ENSMUSG00000045009	13	45	6	11	11	5
ENSMUSG00000030286	3393	3992	2550	4232	2552	3126
ENSMUSG00000092760	0	0	0	0	0	0
ENSMUSG00000034023	415	336	462	562	181	491
ENSMUSG00000033963	0	0	1	2	0	1
ENSMUSG00000033940	5945	3182	4075	5886	4213	6310
ENSMUSG00000033933	1096	676	784	1302	925	1116
ENSMUSG00000097671	0	0	0	0	0	2
ENSMUSG00000060477	350	1293	592	808	711	859
ENSMUSG00000056952	2148	3268	2216	2955	1775	1921
ENSMUSG00000097994	92	48	96	120	155	78
ENSMUSG00000064177	8	7	6	10	5	9
ENSMUSG00000030298	5214	5179	3685	6977	5036	4070
ENSMUSG00000030302	3	6	2	0	96	1
ENSMUSG00000087053	0	0	0	0	0	0
ENSMUSG00000087083	0	0	0	0	1	0
ENSMUSG00000030307	0	0	0	1	0	0
ENSMUSG00000030310	0	0	1	0	0	0
ENSMUSG00000053004	11	95	83	17	28	40
ENSMUSG00000030314	1354	1226	1342	1744	915	1701
ENSMUSG00000030315	1399	1729	1828	2027	716	2046
ENSMUSG00000030316	995	591	605	1165	516	969
ENSMUSG00000089134	0	0	0	0	0	0
ENSMUSG00000097486	0	5	0	1	0	0
ENSMUSG00000009394	13	62	9	1	16	18
ENSMUSG00000092004	0	0	0	0	0	0
ENSMUSG00000030317	0	0	0	0	0	0
ENSMUSG00000000440	59	161	30	78	35	23
ENSMUSG00000042389	490	530	394	981	191	569
ENSMUSG00000068011	2	437	5	5	0	12
ENSMUSG00000000439	521	527	486	803	346	709
ENSMUSG00000000441	2984	3555	2974	4607	1909	4690
ENSMUSG00000081805	0	0	0	0	0	0
ENSMUSG00000088358	0	0	0	0	0	0
ENSMUSG00000059900	105	1141	156	323	53	732
ENSMUSG00000098477	0	0	0	0	0	0
ENSMUSG00000030319	403	334	353	407	152	578
ENSMUSG00000099163	0	0	0	0	0	0
ENSMUSG00000057841	32778	26884	20718	35299	18720	34843
ENSMUSG00000064563	0	0	0	0	0	0
ENSMUSG00000030321	32	220	91	57	9	215
ENSMUSG00000030322	316	280	374	459	162	419
ENSMUSG00000030323	576	168	561	1188	343	849
ENSMUSG00000030324	8	0	2	11	2	3
ENSMUSG00000042279	0	2	1	6	1	6
ENSMUSG00000030123	1704	1334	4510	4148	4826	1738
ENSMUSG00000030126	2484	1780	4388	3798	3139	3078
ENSMUSG00000092625	0	0	0	0	0	0
ENSMUSG00000101878	0	0	0	0	0	0
ENSMUSG00000082474	468	569	286	341	240	335
ENSMUSG00000024104	2680	1140	3215	4087	1491	3164
ENSMUSG00000042213	83	89	531	405	193	303
ENSMUSG00000025702	1646	1553	1481	2756	664	2942
ENSMUSG00000077758	0	0	0	0	0	0
ENSMUSG00000025701	346	68	701	338	78	130
ENSMUSG00000053391	0	0	0	0	0	0
ENSMUSG00000053251	2	1	0	0	2	1
ENSMUSG00000081649	0	0	0	0	0	0
ENSMUSG00000060393	22	19	17	20	13	28
ENSMUSG00000051046	0	0	0	0	0	0
ENSMUSG00000050654	0	0	0	0	0	0
ENSMUSG00000059878	823	608	500	1034	355	1424
ENSMUSG00000042129	1009	541	873	975	504	4520
ENSMUSG00000098334	0	0	0	0	0	0
ENSMUSG00000048489	0	0	0	0	0	0
ENSMUSG00000048108	1	0	0	3	0	2
ENSMUSG00000088374	0	0	0	0	0	0
ENSMUSG00000061353	35804	314	1008	9972	1084	114
ENSMUSG00000090549	0	0	0	0	0	0
ENSMUSG00000054488	0	0	0	1	0	0
ENSMUSG00000099869	1	2	0	14	0	0
ENSMUSG00000104222	0	0	0	0	0	0
ENSMUSG00000071237	4	7	2	6	9	4
ENSMUSG00000059689	981	513	562	1159	767	2278
ENSMUSG00000042097	378	109	397	521	98	1119
ENSMUSG00000099810	0	0	0	0	0	0
ENSMUSG00000042079	15634	8791	11755	22717	7270	12633
ENSMUSG00000042087	0	0	0	0	0	0
ENSMUSG00000004988	2	5	2	93	1	1
ENSMUSG00000093105	0	0	0	0	0	0
ENSMUSG00000082791	45	28	63	92	13	35
ENSMUSG00000030134	6	28	11	7	9	10
ENSMUSG00000098583	0	0	0	0	0	0
ENSMUSG00000042042	635	350	438	752	389	356
ENSMUSG00000077787	0	0	0	0	0	0
ENSMUSG00000030110	21	248	9	24	42	56
ENSMUSG00000030138	2812	2121	2222	4242	1574	2994
ENSMUSG00000030145	169	129	117	225	59	249
ENSMUSG00000093079	0	0	0	0	0	0
ENSMUSG00000072623	635	535	435	882	299	413
ENSMUSG00000007827	223	228	448	573	65	449
ENSMUSG00000051331	709	163	704	775	617	113
ENSMUSG00000100867	0	0	0	0	0	0
ENSMUSG00000089115	0	0	0	0	0	0
ENSMUSG00000041477	251	132	183	207	90	358
ENSMUSG00000041460	9	50	2	9	4	1
ENSMUSG00000055003	0	0	0	0	0	0
ENSMUSG00000030168	2992	4069	3543	3358	3179	3512
ENSMUSG00000030170	236	173	108	145	170	1022
ENSMUSG00000030019	0	0	0	0	0	0
ENSMUSG00000030172	1206	510	1055	2189	627	1129
ENSMUSG00000050604	1	4	0	3	2	2
ENSMUSG00000080719	0	0	0	0	2	0
ENSMUSG00000097831	16	0	10	12	8	0
ENSMUSG00000030166	613	223	466	862	300	605
ENSMUSG00000045962	6096	3040	5702	11019	2374	3577
ENSMUSG00000089936	0	0	0	0	0	0
ENSMUSG00000097531	0	0	0	0	0	0
ENSMUSG00000076217	0	0	0	0	0	0
ENSMUSG00000041377	15	3733	15	67	11	27
ENSMUSG00000095086	0	0	0	0	0	0
ENSMUSG00000041372	11	239	7	34	10	103
ENSMUSG00000097481	0	4	0	0	0	1
ENSMUSG00000030177	347	404	390	618	160	548
ENSMUSG00000030180	1388	1061	1334	2679	532	2209
ENSMUSG00000084454	0	0	0	0	0	0
ENSMUSG00000002897	1432	807	986	1878	905	650
ENSMUSG00000094626	0	5	0	1	0	0
ENSMUSG00000058979	364	489	419	250	268	827
ENSMUSG00000093739	0	0	0	0	0	0
ENSMUSG00000088763	0	0	0	0	0	0
ENSMUSG00000071226	10	168	108	11	42	8
ENSMUSG00000004902	4	6	11	20	19	11
ENSMUSG00000019210	3026	3279	3728	4700	4311	5491
ENSMUSG00000093409	0	0	0	0	0	0
ENSMUSG00000009112	1416	2063	1665	3007	798	1740
ENSMUSG00000004446	1884	557	675	2685	316	1958
ENSMUSG00000051586	382	1350	594	1159	338	951
ENSMUSG00000003178	55	598	178	321	75	159
ENSMUSG00000097011	0	0	0	0	0	0
ENSMUSG00000067825	349	721	285	547	217	1149
ENSMUSG00000030137	113	397	4	61	339	109
ENSMUSG00000086527	0	0	0	0	0	0
ENSMUSG00000030107	3123	1504	55	3186	899	795
ENSMUSG00000030108	1	2	0	4	3	3
ENSMUSG00000078042	0	0	0	0	0	0
ENSMUSG00000030109	147	0	0	4	1	0
ENSMUSG00000040797	8	21	5	5	11	0
ENSMUSG00000030111	3	2	0	1	128	0
ENSMUSG00000059908	0	0	0	0	0	0
ENSMUSG00000030131	0	1	3	1	2	0
ENSMUSG00000071204	1	1	0	0	0	1
ENSMUSG00000101397	159	51	108	126	49	62
ENSMUSG00000098864	0	0	0	0	0	0
ENSMUSG00000030114	61	8	73	30	28	5
ENSMUSG00000093023	0	0	0	0	0	0
ENSMUSG00000007458	5199	4080	5568	9082	3523	6300
ENSMUSG00000040669	875	238	512	1202	344	1276
ENSMUSG00000040657	0	0	0	0	0	0
ENSMUSG00000040649	33	6	3	9	3	0
ENSMUSG00000055093	0	0	0	0	0	0
ENSMUSG00000030116	7748	595	208	1571	1262	948
ENSMUSG00000040627	1	0	0	0	0	3
ENSMUSG00000090192	3	0	5	10	5	0
ENSMUSG00000090044	0	0	0	0	0	0
ENSMUSG00000089931	0	0	0	0	0	0
ENSMUSG00000040613	2050	347	1097	2839	1391	686
ENSMUSG00000030117	64	12	3	167	192	29
ENSMUSG00000065721	0	0	0	0	0	0
ENSMUSG00000046323	28	2	2	79	33	2
ENSMUSG00000072789	20087	10975	14906	14906	17104	11045
ENSMUSG00000080932	1535	1874	1533	1307	1209	1470
ENSMUSG00000012396	24	2	3	34	1	28
ENSMUSG00000003153	467	329	393	1328	346	415
ENSMUSG00000092076	0	0	0	0	0	0
ENSMUSG00000097635	9	5	17	24	5	36
ENSMUSG00000003154	749	262	584	1016	519	756
ENSMUSG00000040552	3412	294	2285	4944	1104	1184
ENSMUSG00000030327	1396	2625	1251	1998	682	1370
ENSMUSG00000049249	0	0	0	0	1	0
ENSMUSG00000049037	1265	57	393	811	458	40
ENSMUSG00000043832	743	206	342	601	465	82
ENSMUSG00000059639	20	2	4	19	15	1
ENSMUSG00000030147	6	5	3	7	5	1
ENSMUSG00000030148	840	59	578	832	612	75
ENSMUSG00000067767	0	0	0	0	1	0
ENSMUSG00000089183	0	0	0	0	0	0
ENSMUSG00000083713	112	126	142	122	91	113
ENSMUSG00000023349	1328	72	3684	895	3156	899
ENSMUSG00000030144	533	83	299	995	482	161
ENSMUSG00000030142	213	3	44	307	78	56
ENSMUSG00000091260	0	1	1	0	0	2
ENSMUSG00000094145	5	2	1	3	1	2
ENSMUSG00000093944	0	0	0	0	0	0
ENSMUSG00000093652	0	0	0	0	0	0
ENSMUSG00000093820	5	1	1	3	1	2
ENSMUSG00000096514	0	0	0	0	0	0
ENSMUSG00000095175	0	0	0	0	0	0
ENSMUSG00000093724	0	0	0	0	0	0
ENSMUSG00000095486	1	0	1	3	0	0
ENSMUSG00000094384	0	0	0	0	0	0
ENSMUSG00000091620	0	0	2	0	0	0
ENSMUSG00000088716	0	0	0	0	0	0
ENSMUSG00000072780	0	0	0	0	0	0
ENSMUSG00000088472	0	0	0	0	0	0
ENSMUSG00000094672	1	1	0	0	0	0
ENSMUSG00000093385	1	6	0	3	0	0
ENSMUSG00000088999	0	0	0	0	0	0
ENSMUSG00000096630	1	0	1	0	0	0
ENSMUSG00000089307	0	0	0	0	0	0
ENSMUSG00000095544	0	0	0	0	0	0
ENSMUSG00000088241	0	0	0	0	0	0
ENSMUSG00000094415	0	0	0	0	0	0
ENSMUSG00000088443	0	0	0	0	0	0
ENSMUSG00000072778	1	0	2	2	0	2
ENSMUSG00000095732	0	0	1	0	0	0
ENSMUSG00000008845	422	31	698	329	68	129
ENSMUSG00000079346	0	0	2	2	0	0
ENSMUSG00000005069	2200	1826	1947	3721	1169	2685
ENSMUSG00000008153	5	32	4	10	5	16
ENSMUSG00000038527	215	93	171	403	60	147
ENSMUSG00000055172	6037	463	253	6922	613	275
ENSMUSG00000038521	1525	184	27	944	308	34
ENSMUSG00000089961	0	0	0	0	0	0
ENSMUSG00000098470	2021	155	87	2313	167	75
ENSMUSG00000079343	508	54	7	406	36	16
ENSMUSG00000004270	1714	931	857	2000	1166	2312
ENSMUSG00000004268	3491	2876	3212	4975	2997	5066
ENSMUSG00000004264	3621	2678	3550	6040	2345	5112
ENSMUSG00000088835	0	0	0	0	0	0
ENSMUSG00000087327	1	111	0	9	1	151
ENSMUSG00000099609	0	0	0	0	0	0
ENSMUSG00000065474	0	0	0	0	0	0
ENSMUSG00000065462	0	0	0	0	0	0
ENSMUSG00000004266	1912	381	1496	1924	1387	1279
ENSMUSG00000092482	0	0	0	0	0	0
ENSMUSG00000072772	0	0	0	0	0	0
ENSMUSG00000004263	2300	782	1919	4447	1194	2430
ENSMUSG00000089083	0	0	0	0	0	0
ENSMUSG00000004267	1121	105	1367	1119	561	1166
ENSMUSG00000030125	11	2	5	8	7	15
ENSMUSG00000038451	686	329	457	752	447	463
ENSMUSG00000023456	27872	21703	28619	35881	13576	27083
ENSMUSG00000038429	5065	2648	4951	6799	4216	5595
ENSMUSG00000023505	1226	1339	1365	1866	1022	1430
ENSMUSG00000023439	9	0	1	3	5	4
ENSMUSG00000023191	3352	406	320	2112	1123	1032
ENSMUSG00000038390	277	65	27	246	190	122
ENSMUSG00000023274	102	220	163	114	318	23
ENSMUSG00000030124	200	70	122	279	587	359
ENSMUSG00000030122	11106	4341	4863	10148	9064	10351
ENSMUSG00000055818	11	16	10	15	6	9
ENSMUSG00000030120	7724	7809	7353	9838	6578	7808
ENSMUSG00000030127	3453	3156	3093	5637	1803	5449
ENSMUSG00000065765	0	0	0	0	0	0
ENSMUSG00000030329	407	468	482	314	109	454
ENSMUSG00000038346	1579	1483	1538	2493	1033	1496
ENSMUSG00000030330	1270	968	1183	1591	1348	3490
ENSMUSG00000072770	92	243	116	139	123	236
ENSMUSG00000067714	13	70	28	33	0	10
ENSMUSG00000063870	8633	6596	10127	11400	6582	10818
ENSMUSG00000098762	0	0	0	0	0	0
ENSMUSG00000088208	0	0	0	0	0	0
ENSMUSG00000038279	3707	4428	4215	6688	2245	3193
ENSMUSG00000038271	79	21	88	80	117	42
ENSMUSG00000103627	0	0	0	0	0	0
ENSMUSG00000057666	10187	12129	9167	11608	6253	9475
ENSMUSG00000038252	1776	2688	2552	2972	1300	2631
ENSMUSG00000089617	0	0	0	0	0	0
ENSMUSG00000099587	0	0	0	0	0	0
ENSMUSG00000030335	2328	2902	1663	2623	1769	2779
ENSMUSG00000093157	3	1	5	7	9	6
ENSMUSG00000030337	149	140	148	185	70	470
ENSMUSG00000038213	0	0	0	0	0	0
ENSMUSG00000030336	0	0	0	0	0	0
ENSMUSG00000098856	0	0	0	0	0	0
ENSMUSG00000089556	0	0	0	1	0	0
ENSMUSG00000067702	0	7	0	0	0	3
ENSMUSG00000030339	3189	4608	2396	4003	2980	2997
ENSMUSG00000030340	66	1954	51	93	43	78
ENSMUSG00000030341	4940	5182	4110	5239	3767	3265
ENSMUSG00000038167	48	173	23	218	40	338
ENSMUSG00000030342	3250	11618	7973	4597	5515	11854
ENSMUSG00000101191	0	0	0	0	0	0
ENSMUSG00000101162	2	1	0	1	2	0
ENSMUSG00000001930	71	3361	145	93	494	460
ENSMUSG00000038115	6	10	9	12	20	4
ENSMUSG00000089834	0	0	0	0	0	0
ENSMUSG00000088959	0	0	0	0	0	0
ENSMUSG00000049107	9	7	0	27	0	2
ENSMUSG00000101659	0	0	0	22	0	0
ENSMUSG00000045534	27	8	17	18	19	4
ENSMUSG00000102771	0	0	0	0	0	0
ENSMUSG00000047976	0	0	0	0	0	0
ENSMUSG00000038077	0	0	0	0	1	3
ENSMUSG00000097596	0	0	0	0	0	0
ENSMUSG00000000399	3237	2683	2498	4384	2074	4019
ENSMUSG00000030344	1	1	1	1	2	1
ENSMUSG00000030345	13	5	10	10	10	1
ENSMUSG00000030346	503	632	536	774	347	569
ENSMUSG00000030347	546	287	475	692	230	468
ENSMUSG00000000183	0	0	0	0	0	0
ENSMUSG00000000182	7	1	0	3	1	0
ENSMUSG00000038028	433	740	217	705	159	425
ENSMUSG00000097525	0	0	0	0	0	0
ENSMUSG00000000184	9330	715	271	8722	313	483
ENSMUSG00000097166	837	596	761	1117	368	649
ENSMUSG00000062365	96	82	118	76	107	72
ENSMUSG00000081113	66	21	45	63	69	36
ENSMUSG00000037997	947	194	277	1541	319	138
ENSMUSG00000061414	8	294	23	10	10	0
ENSMUSG00000030350	0	4	5	1	0	17
ENSMUSG00000088177	0	0	0	0	0	0
ENSMUSG00000030351	953	46	1436	471	2067	65
ENSMUSG00000085813	0	0	0	0	0	0
ENSMUSG00000030352	4526	5160	3250	5932	1684	3476
ENSMUSG00000076327	0	0	0	0	0	0
ENSMUSG00000056771	4	0	11	14	0	5
ENSMUSG00000097979	32	56	49	48	17	39
ENSMUSG00000030353	541	406	731	1039	478	194
ENSMUSG00000095262	0	0	0	0	0	0
ENSMUSG00000097956	0	0	0	0	0	0
ENSMUSG00000053173	0	0	0	0	0	0
ENSMUSG00000001521	1526	261	2084	1614	1129	1780
ENSMUSG00000097253	1	0	1	4	4	3
ENSMUSG00000048668	422	295	358	531	212	417
ENSMUSG00000001517	2130	1372	2249	2822	1156	1365
ENSMUSG00000079304	63	20	11	39	64	16
ENSMUSG00000085739	8	5	3	6	1	1
ENSMUSG00000001520	133	45	46	108	37	141
ENSMUSG00000001518	612	326	445	992	427	689
ENSMUSG00000030357	7259	6603	5700	13115	4276	10318
ENSMUSG00000059659	700	454	579	627	493	620
ENSMUSG00000030359	69	11	29	40	18	46
ENSMUSG00000058700	10	6	0	3	5	6
ENSMUSG00000047228	1	13	0	1	0	3
ENSMUSG00000030361	33	1	28	12	13	157
ENSMUSG00000037827	1097	521	888	645	860	527
ENSMUSG00000030363	0	1	0	0	0	2
ENSMUSG00000030364	1	0	0	1	1	0
ENSMUSG00000079299	1	0	1	2	1	0
ENSMUSG00000030325	73	2	30	17	41	2
ENSMUSG00000079298	71	4	51	36	61	8
ENSMUSG00000096931	108	221	93	60	22	56
ENSMUSG00000090164	7	19	7	12	12	7
ENSMUSG00000030365	31	16	20	18	6	4
ENSMUSG00000098728	0	0	0	1	1	0
ENSMUSG00000000248	54	18	36	65	14	17
ENSMUSG00000085786	0	0	0	0	0	0
ENSMUSG00000098359	0	0	0	0	0	0
ENSMUSG00000079223	0	0	0	0	0	0
ENSMUSG00000087150	19	10	15	29	15	23
ENSMUSG00000082694	0	0	0	0	0	0
ENSMUSG00000089728	40	1	28	119	4	38
ENSMUSG00000081935	0	0	0	0	0	0
ENSMUSG00000030154	20	0	0	4	0	0
ENSMUSG00000030155	1	0	2	48	0	2
ENSMUSG00000079295	2	0	1	1	1	2
ENSMUSG00000089590	0	0	0	0	0	0
ENSMUSG00000030157	2356	534	1014	2286	2145	886
ENSMUSG00000098268	1	1	1	0	5	0
ENSMUSG00000097354	183	49	129	311	175	155
ENSMUSG00000030156	168	9	10	105	66	14
ENSMUSG00000047720	0	0	0	0	0	1
ENSMUSG00000053063	1705	156	47	2170	960	137
ENSMUSG00000030158	12	4	5	14	0	0
ENSMUSG00000030159	1	3	5	10	13	1
ENSMUSG00000046080	16	8	12	30	28	9
ENSMUSG00000033082	34	16	40	66	38	10
ENSMUSG00000079293	113	60	80	373	235	157
ENSMUSG00000102040	0	0	0	0	0	0
ENSMUSG00000030162	7	12	0	34	10	11
ENSMUSG00000030160	0	6	0	0	0	0
ENSMUSG00000097675	4	4	5	13	2	8
ENSMUSG00000030161	2573	2519	2304	5042	1746	4887
ENSMUSG00000050241	44	2	14	7	26	1
ENSMUSG00000030165	103	1	32	32	52	3
ENSMUSG00000030149	300	29	17	167	92	8
ENSMUSG00000033027	6	6	0	2	0	0
